iter	Passed	Remaining
876	2514	352
877	2517	349
878	2519	346
879	2523	344
880	2526	341
881	2528	338
882	2530	335
883	2532	332
884	2534	329
885	2536	326
886	2538	323
887	2540	320
888	2542	317
889	2544	314
890	2545	311
891	2548	308
892	2550	305
893	2553	302
894	2556	299
895	2557	296
896	2559	293
897	2561	290
898	2563	287
899	2565	285
900	2569	282
901	2571	279
902	2572	276
903	2574	273
904	2576	270
905	2578	267
906	2581	264
907	2584	261
908	2585	258
909	2587	255
910	2589	252
911	2591	250
912	2594	247
913	2596	244
914	2599	241
915	2601	238
916	2603	235
917	2605	232
918	2607	229
919	2610	226
920	2612	224
921	2615	221
922	2617	218
923	2619	215
924	2621	212
925	2624	209
926	2626	206
927	2628	203
928	2631	201
929	2633	198
930	2635	195
931	2637	192
932	2640	189
933	2641	186
934	2643	183
935	2647	181
936	2649	178
937	2651	175
938	2654	172
939	2656	169
940	2658	166
941	2661	163
942	2663	161
943	2665	158
944	2668	155
945	2672	152
946	2673	149
947	2675	146
948	2678	143
949	2680	141
950	2683	138
951	2685	135
952	2688	132
953	2690	129
954	2693	126
955	2695	124
956	2698	121
957	2700	118
958	2703	115
959	2705	112
960	2708	109
961	2710	107
962	2713	104
963	2715	101
964	2718	98
965	2720	95
966	2725	93
967	2727	90
968	2729	87
969	2731	84
970	2733	81
971	2735	78
972	2738	75
973	2741	73
974	2743	70
975	2745	67
976	2747	64
977	2749	61
978	2751	59
979	2753	56
980	2755	53
981	2757	50
982	2759	47
983	2761	44
984	2763	42
985	2765	39
986	2767	36
987	2770	33
988	2772	30
989	2774	28
990	2776	25
991	2779	22
992	2781	19
993	2783	16
994	2786	14
995	2788	11
996	2789	8
997	2791	5
998	2793	2
999	2796	0
